County,State,Temp,Temp Anomaly (1901-2000 base period),Temp 1901-2000 Mean,Precipitation,Prec Anomaly (1901-2000 base period),Prec 1901-2000 Mean,Z Palmer Index,Z Anomaly (1901-2000 base period),Z 1901-2000 Mean
Harnett ,North Carolina,62.4,2.1,60.3,48.48,1.46,47.02,-0.28,-0.27,-0.01
Haywood ,North Carolina,52.3,2,50.4,52.3,-2.93,55.23,-0.5,-0.52,0.02
Henderson ,North Carolina,56,1.4,54.6,61,2.42,58.58,0.05,0.02,0.03
Hertford ,North Carolina,61.2,2.3,58.9,45.21,-3.06,48.27,-0.61,-0.59,-0.02
Hoke ,North Carolina,63.1,2.3,60.7,45.49,-1.48,46.97,-0.41,-0.42,0.01
Hyde ,North Carolina,63.1,1.4,61.7,49.42,-2.97,52.39,-0.52,-0.52,0.01
Iredell ,North Carolina,59.9,2.4,57.5,44.51,-2.37,46.88,-0.47,-0.56,0.09
Jackson ,North Carolina,54,2.1,51.9,56.06,-6.99,63.05,-0.73,-0.74,0
Johnston ,North Carolina,62.7,2.5,60.2,48.05,1.02,47.03,-0.32,-0.34,0.02
Jones ,North Carolina,62.4,1.4,61,52.54,-0.05,52.59,-0.32,-0.35,0.03
Lee ,North Carolina,61.9,2.1,59.7,47.45,1,46.45,-0.45,-0.4,-0.05
Lenoir ,North Carolina,62,1.2,60.8,52.46,2.35,50.11,-0.05,-0.08,0.02
Lincoln ,North Carolina,60.7,2.4,58.3,49.73,1.85,47.88,-0.01,-0.11,0.09
McDowell ,North Carolina,58.3,2.5,55.8,59.63,4.41,55.22,-0.04,-0.11,0.07
Macon ,North Carolina,55.4,2.4,53,53.42,-10.29,63.71,-0.96,-1,0.04
Madison ,North Carolina,56.2,2.5,53.8,46.89,1.1,45.79,-0.23,-0.27,0.04
Martin ,North Carolina,62.1,2.3,59.8,46.39,-2.55,48.94,-0.52,-0.58,0.06
Mecklenburg ,North Carolina,61.4,2,59.4,47.87,1.81,46.06,0.06,-0.03,0.1
Mitchell ,North Carolina,53,2.4,50.6,54.38,3.35,51.03,-0.12,-0.17,0.05
Montgomery ,North Carolina,62.4,2.6,59.8,48.56,1.85,46.71,-0.1,-0.14,0.04
Moore ,North Carolina,62.5,2.6,59.9,43.55,-3.65,47.2,-0.75,-0.72,-0.03
Nash ,North Carolina,61.3,2.4,58.8,46.43,-0.52,46.95,-0.53,-0.52,-0.01
New Hanover ,North Carolina,64,1.5,62.5,51.22,-1.85,53.07,-0.49,-0.57,0.08
Northampton ,North Carolina,60.7,2.2,58.5,42.47,-3.71,46.18,-0.73,-0.72,-0.01
Onslow ,North Carolina,62.9,1.3,61.6,52.9,-0.77,53.67,-0.3,-0.35,0.05
Orange ,North Carolina,60.7,2.7,57.9,49.57,4.72,44.85,-0.01,-0.03,0.02
Pamlico ,North Carolina,63.3,1.3,62,52.29,-1.56,53.85,-0.41,-0.46,0.05
Pasquotank ,North Carolina,61.4,2,59.4,46.46,-2.11,48.57,-0.47,-0.47,0
Pender ,North Carolina,63.2,1.5,61.7,50.36,-1.73,52.09,-0.41,-0.48,0.07
Perquimans ,North Carolina,61.6,2.1,59.5,46.14,-3.12,49.26,-0.55,-0.55,0
Person ,North Carolina,60,3,57.1,47.51,3.66,43.85,-0.15,-0.16,0.02
Pitt ,North Carolina,62.4,1.8,60.5,49.4,0.2,49.2,-0.38,-0.42,0.04
Polk ,North Carolina,59.8,1.5,58.3,57.61,-0.22,57.83,-0.25,-0.3,0.05
Randolph ,North Carolina,61.3,2.5,58.7,49.02,2.65,46.37,-0.1,-0.13,0.03
Richmond ,North Carolina,63.1,2.4,60.7,50.48,3.67,46.81,0.09,0.09,0
Robeson ,North Carolina,63.9,2.1,61.7,46.9,1.25,45.65,-0.14,-0.21,0.07
Rockingham ,North Carolina,59.9,2.5,57.4,44.19,0.27,43.92,-0.35,-0.39,0.04
Rowan ,North Carolina,60.3,2,58.3,44.18,-2.51,46.69,-0.44,-0.51,0.07
Rutherford ,North Carolina,60.1,1.8,58.3,51.74,0.17,51.57,-0.23,-0.3,0.07
Sampson ,North Carolina,62.5,1.5,61,48.4,0.13,48.27,-0.26,-0.31,0.05
Scotland ,North Carolina,63.7,2.7,61,48.02,1.76,46.26,-0.16,-0.11,-0.05
Stanly ,North Carolina,61.8,1.8,60,49.84,3.39,46.45,0.25,0.16,0.09
Stokes ,North Carolina,58.9,2.4,56.5,45.54,-0.39,45.93,-0.4,-0.46,0.06
Surry ,North Carolina,58.4,2.9,55.5,49.58,1.96,47.62,-0.26,-0.31,0.05
Swain ,North Carolina,53.3,1.7,51.6,51.73,-11.85,63.58,-0.99,-1.06,0.07
Transylvania ,North Carolina,55.5,2.2,53.3,68.12,-1.97,70.09,-0.32,-0.3,-0.02
Tyrrell ,North Carolina,62.5,1.8,60.7,47.36,-3.53,50.89,-0.59,-0.59,0.01
Union ,North Carolina,62.1,2,60.1,46.63,1.75,44.88,0.08,0,0.08
Vance ,North Carolina,60.2,2.7,57.5,49.02,4.31,44.71,0.07,0.05,0.01
Wake ,North Carolina,62,2.8,59.2,47.85,2.01,45.84,-0.41,-0.39,-0.03
Warren ,North Carolina,60.3,2.5,57.8,45.55,1.03,44.52,-0.14,-0.19,0.06
Washington ,North Carolina,62.1,2,60.2,45.96,-4.62,50.58,-0.69,-0.71,0.02
Watauga ,North Carolina,52.4,2.4,50,60.55,7.7,52.85,0.16,0.1,0.06
Wayne ,North Carolina,62.5,1.9,60.6,49.93,1.61,48.32,-0.21,-0.24,0.02
Wilkes ,North Carolina,58.7,3,55.7,53.32,3.47,49.85,-0.22,-0.26,0.05
Wilson ,North Carolina,62.4,2.5,59.9,48.27,0.88,47.39,-0.45,-0.46,0.02
Yadkin ,North Carolina,59.2,2.6,56.5,42.12,-3.2,45.32,-0.68,-0.74,0.07
Yancey ,North Carolina,53,2.5,50.4,56.34,4.38,51.96,-0.03,-0.07,0.04
Adams ,North Dakota,45.3,3.9,41.5,12.57,-3.31,15.88,-1.3,-1.42,0.12
Barnes ,North Dakota,44.3,4.6,39.7,22.69,3.06,19.63,0.69,0.39,0.3
Benson ,North Dakota,42.3,4.4,37.9,25.1,7.93,17.17,1.35,1.14,0.21
Billings ,North Dakota,45,3.5,41.5,11.91,-3.51,15.42,-1.17,-1.2,0.03
Bottineau ,North Dakota,41.4,3.5,37.8,17.52,1.22,16.3,-0.44,-0.45,0.01
Bowman ,North Dakota,45.7,3.7,42,11.45,-3.42,14.87,-1.16,-1.28,0.11
Burke ,North Dakota,41.2,3.6,37.7,14.58,-1.73,16.31,-0.72,-0.92,0.2
Burleigh ,North Dakota,43.3,3.1,40.2,18.28,1.7,16.58,0.55,0.43,0.12
Cass ,North Dakota,44.9,4.4,40.5,23.02,2.83,20.19,0.69,0.41,0.28
Cavalier ,North Dakota,40.9,4.8,36.1,26.33,7.38,18.95,0.77,0.6,0.17
Dickey ,North Dakota,44.6,3.5,41.1,19.89,-0.31,20.2,0.45,0.09,0.36
Divide ,North Dakota,42.1,4.1,37.9,12.12,-2.92,15.04,-1.11,-1.32,0.22
Dunn ,North Dakota,44.5,3.7,40.8,13.47,-3.02,16.49,-0.99,-1.08,0.09
Eddy ,North Dakota,42.8,4.2,38.6,23.44,5.51,17.93,0.89,0.6,0.29
Emmons ,North Dakota,44.4,3,41.4,17.93,0.84,17.09,0.4,0.29,0.11
Foster ,North Dakota,42.9,4,39,22.77,4.46,18.31,0.69,0.39,0.3
Golden Valley ,North Dakota,45.3,3.4,41.9,11.98,-2.88,14.86,-0.83,-1.01,0.18
Grand Forks ,North Dakota,43.7,4.8,38.9,24.24,4.94,19.3,0.85,0.64,0.21
Grant ,North Dakota,45.1,3.7,41.5,14.06,-2.63,16.69,-0.34,-0.51,0.17
Griggs ,North Dakota,42.8,4.2,38.5,23.75,4.88,18.87,0.84,0.62,0.22
Hettinger ,North Dakota,44.6,3.5,41.1,12.59,-3.8,16.39,-1.11,-1.21,0.11
Kidder ,North Dakota,42.4,2.9,39.5,21.81,4.63,17.18,1.4,1.22,0.18
LaMoure ,North Dakota,44.8,4.1,40.6,21.91,2.25,19.66,0.82,0.48,0.34
Logan ,North Dakota,43.1,3.1,40,20.64,2.69,17.95,1.03,0.76,0.27
McHenry ,North Dakota,42.4,3.3,39.1,18.62,2.28,16.34,-0.16,-0.22,0.07
McIntosh ,North Dakota,43.7,3.3,40.4,16.13,-2.04,18.17,-0.07,-0.38,0.32
McKenzie ,North Dakota,44.5,3.8,40.7,12.74,-2.48,15.22,-0.68,-0.84,0.16
McLean ,North Dakota,43.5,3.4,40.1,16.56,0.28,16.28,-0.18,-0.25,0.08
Mercer ,North Dakota,44.4,3.5,40.9,15.47,-0.75,16.22,-0.34,-0.45,0.11
Morton ,North Dakota,44.6,3.5,41.1,15.28,-1.28,16.56,-0.11,-0.26,0.15
Mountrail ,North Dakota,42.2,3.4,38.9,14.95,-1.02,15.97,-0.46,-0.64,0.18
Nelson ,North Dakota,42.3,4.5,37.8,25.32,6.71,18.61,1.25,1.01,0.24
Oliver ,North Dakota,44.4,3.5,40.9,15.26,-1.48,16.74,-0.48,-0.56,0.08
Pembina ,North Dakota,42.9,5.4,37.5,24.96,5.69,19.27,0.29,0.17,0.13
Pierce ,North Dakota,41.7,4,37.7,21.52,4.85,16.67,0.36,0.19,0.17
Ramsey ,North Dakota,42,4.4,37.6,27.29,9.86,17.43,2.09,1.8,0.29
Ransom ,North Dakota,45.2,4.2,41,24.12,3.67,20.45,1.03,0.66,0.37
Renville ,North Dakota,41.7,3.1,38.6,13.95,-2.15,16.1,-1.11,-1.12,0.01
Richland ,North Dakota,45.9,4.5,41.4,24.39,3.23,21.16,0.83,0.5,0.33
Rolette ,North Dakota,40.6,4.5,36.1,20.31,2.72,17.59,-0.46,-0.58,0.12
Sargent ,North Dakota,45.2,3.8,41.4,23.21,2.65,20.56,0.88,0.49,0.39
Sheridan ,North Dakota,42.1,2.9,39.2,20.13,2.83,17.3,0.66,0.58,0.07
Sioux ,North Dakota,45.6,3.6,42,15.59,-1.24,16.83,-0.17,-0.34,0.17
Slope ,North Dakota,45.3,3.3,42,11.66,-3.74,15.4,-1.29,-1.33,0.04
Stark ,North Dakota,44.5,3.3,41.2,12.5,-3.97,16.47,-1.16,-1.17,0.01
Steele ,North Dakota,42.6,3.5,39.1,23.1,3.88,19.22,0.9,0.69,0.21
Stutsman ,North Dakota,43.8,4.1,39.7,22.78,4.31,18.47,0.92,0.6,0.32
Towner ,North Dakota,41.2,4.8,36.4,23.04,5.21,17.83,0.01,-0.2,0.2
Traill ,North Dakota,43.8,3.8,40,22.8,2.94,19.86,0.76,0.54,0.22
Walsh ,North Dakota,43,5.1,37.9,25.18,6.57,18.61,0.84,0.68,0.15
Ward ,North Dakota,42.4,3.1,39.3,15.12,-1.32,16.44,-0.81,-0.85,0.03
Wells ,North Dakota,42.2,3.5,38.7,21.8,3.99,17.81,0.41,0.32,0.1
Williams ,North Dakota,43.1,3.9,39.2,12.95,-1.82,14.77,-0.54,-0.79,0.24
Adams ,Ohio,55.9,3.1,52.8,41.24,-1.6,42.84,-0.55,-0.57,0.01
Allen ,Ohio,54.4,4.4,50,35.01,-0.19,35.2,-0.78,-0.87,0.09
Ashland ,Ohio,52.7,4,48.6,31.62,-5.51,37.13,-1.45,-1.51,0.06
Ashtabula ,Ohio,51.9,4.5,47.4,37.01,-2.53,39.54,-1.07,-1.08,0.01
Athens ,Ohio,55.4,3.4,51.9,30.36,-9.71,40.07,-1.83,-1.83,0
Auglaize ,Ohio,54.1,4,50.1,35.33,-0.68,36.01,-0.77,-0.85,0.08
Belmont ,Ohio,53.5,2.9,50.6,33.07,-7.71,40.78,-1.66,-1.73,0.07
Brown ,Ohio,55.7,3.3,52.4,42.57,-0.79,43.36,-0.51,-0.5,-0.01
Butler ,Ohio,55.9,3.7,52.3,39.69,-0.86,40.55,-0.5,-0.51,0.01
Carroll ,Ohio,52.9,3.6,49.2,32.93,-5.82,38.75,-1.65,-1.7,0.05
Champaign ,Ohio,54.1,3.8,50.2,36.47,-1.39,37.86,-0.75,-0.82,0.07
Clark ,Ohio,55.2,4.3,50.8,35.84,-2.77,38.61,-0.98,-1.01,0.03
Clermont ,Ohio,56.6,3.7,52.9,44.71,1.96,42.75,-0.22,-0.26,0.04
Clinton ,Ohio,55.6,4.2,51.3,36.53,-5.59,42.12,-1.25,-1.24,-0.01
Columbiana ,Ohio,52.2,3.3,48.9,37.02,-0.86,37.88,-0.86,-0.89,0.03
Coshocton ,Ohio,53.9,3.9,50,34.74,-4.03,38.77,-1.28,-1.27,-0.02
Crawford ,Ohio,53.5,4.5,49,33.91,-3.56,37.47,-1.25,-1.36,0.1
Cuyahoga ,Ohio,53.5,4.3,49.2,33.67,-2.13,35.8,-1.17,-1.18,0.01
Darke ,Ohio,53.9,3.7,50.3,38.12,0.26,37.86,-0.5,-0.54,0.04
Defiance ,Ohio,53.4,4.1,49.3,31.81,-1.92,33.73,-0.86,-0.97,0.11
Delaware ,Ohio,54.7,3.9,50.8,32.46,-5.44,37.9,-1.31,-1.35,0.04
Erie ,Ohio,53.8,3.7,50.1,31.49,-2.99,34.48,-1.15,-1.18,0.03
Fairfield ,Ohio,54.7,3.4,51.3,32.33,-7.36,39.69,-1.53,-1.57,0.04
Fayette ,Ohio,55.1,3.9,51.1,33.39,-5.98,39.37,-1.33,-1.35,0.02
Franklin ,Ohio,55.8,4.1,51.7,32.54,-5.71,38.25,-1.37,-1.42,0.06
Fulton ,Ohio,53.3,4.5,48.8,30.16,-3.21,33.37,-1.1,-1.16,0.06
Gallia ,Ohio,55.8,2.3,53.5,36.01,-5.14,41.15,-1.11,-1.08,-0.03
Geauga ,Ohio,51.6,4.4,47.2,38.49,-0.08,38.57,-0.78,-0.78,0.01
Greene ,Ohio,55.7,4.3,51.4,34.85,-4.75,39.6,-1.23,-1.26,0.02
Guernsey ,Ohio,54.6,3.9,50.6,31.28,-8.02,39.3,-1.87,-1.87,0
Hamilton ,Ohio,56.9,3.8,53.2,42.29,1.46,40.83,-0.27,-0.3,0.04
Hancock ,Ohio,54.8,5,49.8,31.74,-3.12,34.86,-1.18,-1.27,0.09
Hardin ,Ohio,54.4,4.6,49.8,31.63,-3.82,35.45,-1.26,-1.34,0.08
Harrison ,Ohio,53.3,3.4,49.9,31.93,-7.5,39.43,-1.84,-1.88,0.04
Henry ,Ohio,53.9,4.5,49.5,32.94,-0.84,33.78,-0.78,-0.86,0.08
Highland ,Ohio,55.4,3.7,51.6,39.54,-2.9,42.44,-0.77,-0.76,0
Hocking ,Ohio,54.6,3.2,51.4,32.63,-7.62,40.25,-1.47,-1.47,-0.01
Holmes ,Ohio,52.9,3.7,49.2,34.83,-3.32,38.15,-1.14,-1.1,-0.03
Huron ,Ohio,53.1,3.8,49.3,32.65,-3.38,36.03,-1.15,-1.22,0.07
Jackson ,Ohio,55.3,2.9,52.4,37.11,-4.03,41.14,-0.93,-0.95,0.02
Jefferson ,Ohio,53.3,3,50.3,31.34,-7.46,38.8,-1.86,-1.9,0.04
Knox ,Ohio,53.1,3.8,49.3,36.68,-2.68,39.36,-0.95,-0.99,0.04
Lake ,Ohio,53.1,4.7,48.4,37.36,-0.08,37.44,-0.82,-0.82,0
Lawrence ,Ohio,56.9,3.3,53.6,40.91,-1.01,41.92,-0.66,-0.63,-0.03
Licking ,Ohio,54,3.7,50.4,34.78,-4.87,39.65,-1.34,-1.36,0.02
Logan ,Ohio,53.5,3.8,49.7,35.23,-1.28,36.51,-0.73,-0.84,0.11
Lorain ,Ohio,53.2,3.5,49.8,32.01,-2.69,34.7,-1.07,-1.13,0.06
Lucas ,Ohio,54.6,4.9,49.7,33.13,0.8,32.33,-0.61,-0.67,0.06
Madison ,Ohio,55.3,4.4,50.9,32.82,-5.02,37.84,-1.3,-1.32,0.02
Mahoning ,Ohio,51.9,3.7,48.1,38.89,1.75,37.14,-0.39,-0.43,0.04
Marion ,Ohio,54.4,4.4,50,30.49,-5.98,36.47,-1.42,-1.52,0.1
Medina ,Ohio,52.8,3.8,49.1,32.42,-3.65,36.07,-1.24,-1.26,0.02
Meigs ,Ohio,55.5,2.7,52.8,32.9,-7.64,40.54,-1.54,-1.56,0.02
Mercer ,Ohio,53.7,3.8,49.9,35.28,-1.22,36.5,-0.83,-0.9,0.07
Miami ,Ohio,55.3,4.3,51,37.07,-0.58,37.65,-0.67,-0.76,0.09
Monroe ,Ohio,54.2,2.9,51.2,36.68,-5.58,42.26,-1.24,-1.28,0.05
Montgomery ,Ohio,55.9,4.3,51.6,37.1,-1.78,38.88,-0.8,-0.86,0.05
Morgan ,Ohio,55.1,3.6,51.5,30.31,-9.32,39.63,-1.87,-1.87,0
Morrow ,Ohio,53.3,4.1,49.2,35.08,-4.04,39.12,-1.18,-1.25,0.07
Muskingum ,Ohio,55,4.2,50.8,32.1,-6.92,39.02,-1.76,-1.74,-0.03
Noble ,Ohio,54.9,3.7,51.2,30.25,-10.23,40.48,-2.03,-2.05,0.02
Ottawa ,Ohio,54.4,4.3,50.1,30.66,-2.16,32.82,-0.96,-1.05,0.09
Paulding ,Ohio,53.7,4,49.7,33.01,-1.25,34.26,-0.8,-0.88,0.09
Perry ,Ohio,54.5,3.6,50.8,33.89,-5.47,39.36,-1.34,-1.34,0
Pickaway ,Ohio,55.6,3.4,52.2,32.44,-6.74,39.18,-1.35,-1.4,0.05
Pike ,Ohio,55.9,3.5,52.4,40.7,-0.15,40.85,-0.38,-0.44,0.05
Portage ,Ohio,52,4.1,47.9,37.33,0.31,37.02,-0.68,-0.7,0.02
Preble ,Ohio,54,3.3,50.7,45.31,5.8,39.51,0.57,0.56,0.02
Putnam ,Ohio,54.3,4.5,49.9,34.21,-0.09,34.3,-0.7,-0.8,0.1
Richland ,Ohio,52.7,4.3,48.4,32.17,-5.93,38.1,-1.52,-1.61,0.09
Ross ,Ohio,55.6,3.4,52.2,36.05,-4.09,40.14,-0.9,-0.93,0.03
Sandusky ,Ohio,54.2,4.1,50.1,30.98,-2.74,33.72,-1.01,-1.11,0.09
Scioto ,Ohio,56.3,3.3,53,41.2,-0.5,41.7,-0.52,-0.46,-0.06
Seneca ,Ohio,54,4.3,49.7,31.29,-4.14,35.43,-1.22,-1.32,0.09
Shelby ,Ohio,54.1,3.9,50.1,35.82,-1.17,36.99,-0.76,-0.83,0.08
Stark ,Ohio,52.7,3.9,48.8,34.74,-2.56,37.3,-1.06,-1.1,0.04
Summit ,Ohio,53,4.1,49,33.6,-2.52,36.12,-1.17,-1.17,0
Trumbull ,Ohio,51.9,4.2,47.7,39.68,1.98,37.7,-0.43,-0.47,0.04
Tuscarawas ,Ohio,53.6,3.8,49.8,31.85,-6.62,38.47,-1.8,-1.8,0
Union ,Ohio,54.4,3.9,50.5,32.75,-3.56,36.31,-1.1,-1.15,0.06
Van Wert ,Ohio,54,4.1,49.9,33.28,-1.86,35.14,-1.03,-1.12,0.09
Vinton ,Ohio,54.9,3,51.9,33.41,-7.22,40.63,-1.38,-1.41,0.03
Warren ,Ohio,56.4,4.2,52.2,37.01,-4.47,41.48,-1.13,-1.15,0.02
Washington ,Ohio,56,3.7,52.3,32.43,-8.31,40.74,-1.73,-1.79,0.06
Wayne ,Ohio,52.8,3.8,49,32.38,-4.11,36.49,-1.2,-1.23,0.03
Williams ,Ohio,52.5,4.1,48.4,30.4,-3.57,33.97,-1.05,-1.16,0.11
Wood ,Ohio,54.7,4.8,49.9,33.66,0.3,33.36,-0.61,-0.7,0.09
Wyandot ,Ohio,54.7,4.8,49.9,31.23,-4.34,35.57,-1.26,-1.4,0.13
Adair ,Oklahoma,62.2,3.6,58.6,44.76,-0.34,45.1,-0.3,-0.35,0.05
Alfalfa ,Oklahoma,62,4,58,28.11,0.68,27.43,0,-0.17,0.16
Atoka ,Oklahoma,65.5,3.5,62,45.31,1.97,43.34,-0.1,-0.1,0
Beaver ,Oklahoma,60.1,3.4,56.7,22.15,1.69,20.46,-0.02,-0.14,0.11
Beckham ,Oklahoma,63.7,4.4,59.3,23.05,-1.49,24.54,-0.4,-0.58,0.18
Blaine ,Oklahoma,62.9,3.9,59,26.86,-1.58,28.44,-0.26,-0.39,0.13
Bryan ,Oklahoma,66.5,3.8,62.7,45.59,4.79,40.8,0.02,0.02,0
Caddo ,Oklahoma,63.7,3.8,59.9,30.94,0.64,30.3,0,-0.11,0.11
Canadian ,Oklahoma,63.3,3.9,59.4,34.05,3.35,30.7,0.33,0.27,0.06
Carter ,Oklahoma,65.3,2.8,62.4,41.06,4.45,36.61,0.37,0.36,0.02
Cherokee ,Oklahoma,62.9,3.3,59.5,42.15,-1.4,43.55,-0.38,-0.41,0.03
Choctaw ,Oklahoma,65.7,3.5,62.2,48.79,3.52,45.27,-0.09,-0.06,-0.03
Cimarron ,Oklahoma,56.7,2.2,54.5,16.56,0.03,16.53,-0.1,-0.3,0.2
Cleveland ,Oklahoma,63.8,3.3,60.5,37.71,2.96,34.75,0.24,0.26,-0.02
Coal ,Oklahoma,65.2,3.3,61.9,46.51,5.09,41.42,0.24,0.23,0.02
Comanche ,Oklahoma,65,3.7,61.2,29.46,-0.51,29.97,-0.11,-0.2,0.09
Cotton ,Oklahoma,66.1,3.6,62.4,31.1,1.05,30.05,0.07,0.06,0
Craig ,Oklahoma,61.6,2.9,58.6,41.17,-0.91,42.08,-0.21,-0.25,0.04
Creek ,Oklahoma,63.2,3.3,59.9,42.86,5.37,37.49,0.32,0.3,0.01
Custer ,Oklahoma,62.9,4,58.9,23.68,-2.92,26.6,-0.43,-0.59,0.16
Delaware ,Oklahoma,61.5,3,58.5,39.43,-4.16,43.59,-0.57,-0.61,0.04
Dewey ,Oklahoma,62.1,3.9,58.2,24.5,-1.84,26.34,-0.49,-0.61,0.12
Ellis ,Oklahoma,61.4,4.1,57.3,22.76,-0.62,23.38,-0.44,-0.58,0.14
Garfield ,Oklahoma,62.7,4.1,58.6,26.64,-3.83,30.47,-0.57,-0.66,0.09
Garvin ,Oklahoma,64.4,2.8,61.6,39.57,3.7,35.87,0.27,0.29,-0.02
Grady ,Oklahoma,64,3.6,60.3,34.02,1.59,32.43,0.02,0.01,0.01
Grant ,Oklahoma,62.1,4,58,26.72,-2.94,29.66,-0.45,-0.58,0.13
Greer ,Oklahoma,64.6,4.1,60.5,21.64,-3.65,25.29,-0.61,-0.8,0.19
Harmon ,Oklahoma,64.8,3.9,60.8,20.33,-3.89,24.22,-0.51,-0.69,0.18
Harper ,Oklahoma,60.9,3.5,57.4,23.88,0.72,23.16,-0.28,-0.31,0.03
Haskell ,Oklahoma,64.5,3.4,61.1,49.67,5.42,44.25,0.15,0.12,0.03
Hughes ,Oklahoma,64.2,3.1,61.1,49.11,8.03,41.08,0.54,0.52,0.02
Jackson ,Oklahoma,65.5,4.1,61.5,21.96,-3.5,25.46,-0.55,-0.71,0.16
Jefferson ,Oklahoma,66,3.1,62.9,36.63,3.97,32.66,0.33,0.32,0.01
Johnston ,Oklahoma,65.4,3.2,62.1,44.37,4.77,39.6,0.17,0.17,-0.01
Kay ,Oklahoma,62.1,3.8,58.3,28.59,-4.58,33.17,-0.62,-0.75,0.13
Kingfisher ,Oklahoma,63.4,3.7,59.7,31.88,2.73,29.15,0.29,0.18,0.11
Kiowa ,Oklahoma,64.5,4,60.5,24.64,-2.8,27.44,-0.37,-0.51,0.14
Latimer ,Oklahoma,63.9,3,61,51.47,4.83,46.64,0.23,0.21,0.02
Le Flore ,Oklahoma,63.5,3.2,60.3,52.07,4.72,47.35,0.08,0.08,0
Lincoln ,Oklahoma,63.9,3.5,60.4,38.1,2.33,35.77,0.09,0.1,-0.01
Logan ,Oklahoma,63.7,4,59.7,33.04,1.47,31.57,0.07,0,0.06
Love ,Oklahoma,66.1,3.1,63.1,39.77,3.81,35.96,0.24,0.22,0.02
McClain ,Oklahoma,63.9,3.3,60.6,37.15,2.65,34.5,0.19,0.21,-0.02
McCurtain ,Oklahoma,64.4,3.4,61,56.85,7.38,49.47,0.12,0.17,-0.05
McIntosh ,Oklahoma,64.6,3.4,61.2,47.48,5.69,41.79,0.25,0.21,0.04
Major ,Oklahoma,62.3,3.8,58.6,24.76,-2.75,27.51,-0.56,-0.64,0.08
Marshall ,Oklahoma,66.1,3.3,62.8,43.34,4.77,38.57,0.13,0.14,-0.01
Mayes ,Oklahoma,62.3,2.7,59.6,40.13,-1.81,41.94,-0.38,-0.42,0.04
Murray ,Oklahoma,64.6,2.7,61.9,42.92,4.73,38.19,0.31,0.32,-0.01
Muskogee ,Oklahoma,64.4,3.5,60.8,43.96,1.69,42.27,-0.14,-0.16,0.02
Noble ,Oklahoma,63.1,4.1,59,28.14,-4.96,33.1,-0.63,-0.75,0.12
Nowata ,Oklahoma,61.7,3.1,58.6,37.63,-1.8,39.43,-0.31,-0.35,0.04
Okfuskee ,Oklahoma,63.9,3.2,60.7,45.57,7.05,38.52,0.56,0.52,0.03
Oklahoma ,Oklahoma,63.8,3.6,60.1,35.54,2.63,32.91,0.19,0.19,0
Okmulgee ,Oklahoma,63.9,3.1,60.8,44.91,5.23,39.68,0.21,0.2,0.01
Osage ,Oklahoma,61.9,3.4,58.6,35.42,-0.55,35.97,-0.22,-0.29,0.07
Ottawa ,Oklahoma,61.9,3.7,58.2,40.5,-1.9,42.4,-0.36,-0.42,0.06
Pawnee ,Oklahoma,62.9,3.6,59.3,35.18,0,35.18,-0.15,-0.26,0.11
Payne ,Oklahoma,63.6,4,59.6,32.74,-1.64,34.38,-0.31,-0.37,0.06
Pittsburg ,Oklahoma,64.5,3,61.4,51.16,6.66,44.5,0.39,0.38,0.01
Pontotoc ,Oklahoma,64.4,3,61.4,44.64,5.2,39.44,0.31,0.31,0
Pottawatomie ,Oklahoma,64,3.1,60.9,41.5,5.06,36.44,0.42,0.43,0
Pushmataha ,Oklahoma,64.5,3.4,61.1,48.91,0.41,48.5,-0.26,-0.22,-0.04
Roger Mills ,Oklahoma,62.8,4.4,58.4,23.74,-0.81,24.55,-0.34,-0.48,0.14
Rogers ,Oklahoma,62.5,3.1,59.5,43.31,3.82,39.49,0.08,0.02,0.05
Seminole ,Oklahoma,64.1,3.1,60.9,45.79,7.63,38.16,0.63,0.6,0.02
Sequoyah ,Oklahoma,64.1,3.6,60.5,51.63,6.77,44.86,0.19,0.16,0.03
Stephens ,Oklahoma,64.9,3.2,61.7,35.16,2.1,33.06,0.16,0.12,0.04
Texas ,Oklahoma,59.2,3.2,56,21.11,2.97,18.14,0.14,0.05,0.08
Tillman ,Oklahoma,66,3.9,62.1,25.41,-1.67,27.08,-0.11,-0.18,0.07
Tulsa ,Oklahoma,63.1,3.2,59.9,45.52,7.11,38.41,0.28,0.29,0
Wagoner ,Oklahoma,63.6,3.1,60.5,42.15,1.22,40.93,-0.18,-0.19,0.01
Washington ,Oklahoma,61.9,3.3,58.6,35.37,-2.38,37.75,-0.45,-0.46,0.02
Washita ,Oklahoma,63.4,3.8,59.6,23.87,-3.09,26.96,-0.37,-0.53,0.16
Woods ,Oklahoma,61.3,3.7,57.5,26.51,0.81,25.7,-0.17,-0.3,0.13
Woodward ,Oklahoma,61.3,3.8,57.6,24.68,-0.23,24.91,-0.32,-0.43,0.12
Baker ,Oregon,47.2,2.8,44.4,21.92,0.79,21.13,-0.15,-0.16,0
Benton ,Oregon,53.3,1.8,51.5,56.75,-1.41,58.16,-0.16,-0.16,0
Clackamas ,Oregon,49.5,1.9,47.6,66.93,-7.4,74.33,-0.46,-0.42,-0.03
Clatsop ,Oregon,51,2.1,48.9,78.77,-10.4,89.17,-0.49,-0.46,-0.03
Columbia ,Oregon,51.8,2.1,49.7,50.01,-6.43,56.44,-0.57,-0.54,-0.03
